surgical mortality,risk oc tubal ligation,risk ac death oc surg,sens endo surv,spec endo surv,sens oc surv,spec oc surv,local oc surv,regional oc surv,distant oc surv,local ec surv,regional ec surv,distant ec surv,oc lifetime risk,ec lifetime risk,oc stage dist nat hist,ec stage dist nat hist,oc stage dist intervention,ec stage dist intervention,surgical complications
0.0016702795860953162,0.8893194169085094,1.0,0.8675673943215911,0.9542468667246041,0.5535205347208643,0.9542468667246041,0.9511363752099371,0.6458741770883512,0.26438137128670997,0.9048468346648322,0.6146430799595743,0.14814227271145844,3,0,[0.16575488 0.25027354 0.58397159],[0.78917831 0.16865736 0.04216434],[0.74896891 0.16317021 0.08786088],[0.83630236 0.16042369 0.00327395],0.029276165803396707
0.0016828431500973044,0.9009626648269018,1.0,0.8495736230829458,0.9514393756881069,0.6523039290536471,0.9514393756881069,0.9715666923529895,0.625126698615765,0.2660299608607994,0.9770094174954761,0.6027939364349374,0.15094884511660137,-2,2,[0.11602771 0.3093903  0.57458199],[0.65800533 0.27359574 0.06839893],[0.78522209 0.11812785 0.09665006],[0.90495155 0.0855436  0.00950484],0.0295138926447179
0.0016370152434377907,0.9856764742789458,1.0,0.9026179107797383,0.9598698678038745,0.5653921434676467,0.9598698678038745,0.8520848977051712,0.6854231301648126,0.2568899504900328,0.9278894565759678,0.6346927350069891,0.1390149876572925,2,1,[0.1543017  0.38056423 0.46513406],[0.73489198 0.21208642 0.0530216 ],[0.74977325 0.12511337 0.12511337],[0.80080498 0.19521112 0.0039839 ],0.028619984776319253
0.0016820961561202661,0.8689679551940046,1.0,0.9097618214202711,0.959975737049744,0.6287719663247783,0.959975737049744,0.9684467239328133,0.7376580219808093,0.2817206894853496,0.9683405148838079,0.6758090625176733,0.15931440706680364,-1,0,[0.15889961 0.25233012 0.58877027],[0.7557133  0.21497229 0.0293144 ],[0.77792252 0.11103874 0.11103874],[0.89524046 0.09952157 0.00523798],0.029638761252324078
0.0016886330585653704,0.9405009877018821,1.0,0.9218654094254503,0.9617544505605704,0.6247113369396907,0.9617544505605704,0.931844984014087,0.7682239903586334,0.2890496599310812,0.9631175186824958,0.697523597632511,0.1643612179051702,-1,4,[0.13746908 0.34501237 0.51751855],[0.72324338 0.23524313 0.04151349],[0.8221789  0.08891055 0.08891055],[0.83927416 0.15751132 0.00321452],0.029818602846328812
0.0017260942894895548,0.9454717131127406,1.0,0.9110637256119388,0.9593400982215856,0.6186587518816646,0.9593400982215856,0.9393871309747787,0.767265001591194,0.3039755924843263,0.960127506014453,0.703105403988034,0.17874426870607044,1,3,[0.10409167 0.31356792 0.58234041],[0.79105844 0.18386857 0.02507299],[0.7121111  0.18712778 0.10076111],[0.84618823 0.14612118 0.00769059],0.03062255592768361
0.00167400105404251,0.8598695198960582,1.0,0.8628494491574511,0.95350100877668,0.6479600227113106,0.95350100877668,0.9695938083925159,0.6405957471223085,0.26501407258603854,0.9763645936404823,0.6117253253648082,0.14905278869700112,-2,0,[0.14691496 0.25592551 0.59715953],[0.74121952 0.20702438 0.0517561 ],[0.81290307 0.121613   0.06548393],[0.81378504 0.17690422 0.00931075],0.029347872707597315
0.0017255157974044762,0.9414913841977588,1.0,0.9542098087233566,0.9671637224407026,0.5745803997297153,0.9671637224407026,0.8894926271307458,0.8614539406108922,0.32223338313143546,0.9316718917828255,0.7729179652150674,0.1890886419744772,3,-3,[0.19340508 0.36296771 0.44362721],[0.70769028 0.25723256 0.03507717],[0.78263334 0.10868333 0.10868333],[0.88873763 0.10569926 0.00556312],0.030762670942712508
0.001696162100178655,0.9218052559185744,1.0,0.9732497257246877,0.9716772227896294,0.610720277368959,0.9716772227896294,0.9482637848870173,0.9017540527578347,0.3181063678678147,0.9504852711040179,0.8006176734156984,0.18168009696912849,1,0,[0.14457932 0.38493931 0.47048138],[0.68113762 0.23914678 0.07971559],[0.78636204 0.12818277 0.08545518],[0.7971619  0.1926962  0.01014191],0.030190414998966263
0.0017246704473381337,0.9929925661748029,1.0,0.9257197072113261,0.9618201703831736,0.6179539848560207,0.9618201703831736,0.8972424884212404,0.7966638927746955,0.3087169072776226,0.9584696862147231,0.7237505296076164,0.18121661585855053,2,0,[0.15853862 0.37865762 0.46280376],[0.72708799 0.24016257 0.03274944],[0.83530425 0.09058266 0.07411309],[0.87897346 0.11860601 0.00242053],0.030636606736555598
0.0016764317239076764,0.9863572434420009,1.0,0.8955579914950018,0.9579883510289025,0.625677711111052,0.9579883510289025,0.9667101456863121,0.7041964938188269,0.2746639322109613,0.9670494214760661,0.6529412402047421,0.154602968484623,-4,2,[0.13581316 0.25925605 0.60493079],[0.73719119 0.23127175 0.03153706],[0.81743503 0.10953898 0.07302599],[0.87473343 0.11900324 0.00626333],0.029476436006455713
0.0016889373841786528,0.9350264757280985,1.0,0.8912865790125215,0.9570779184081359,0.6132440119723244,0.9570779184081359,0.9566791884065747,0.7050346585565707,0.27957490162263987,0.955237188170598,0.655360380050475,0.15923709527042568,1,5,[0.15831259 0.33667496 0.50501244],[0.61206649 0.31034681 0.0775867 ],[0.78724172 0.10637914 0.10637914],[0.85456318 0.14252808 0.00290874],0.029742932729891956
0.0017633712299296744,0.9577303687455802,1.0,0.9217215672411853,0.9605143510718608,0.6256007812097512,0.9605143510718608,0.9670537375874082,0.8059326051553047,0.3262216810624465,0.9660149297265017,0.736684362944999,0.19765993332133155,1,0,[0.11579025 0.39789439 0.48631536],[0.72810073 0.23111438 0.04078489],[0.74833384 0.1509997  0.10066646],[0.88021198 0.10780921 0.0119788 ],0.031490198479457686
0.001723371805545964,0.818309819439437,1.0,0.8497219000406051,0.950153110990819,0.613414832839746,0.950153110990819,0.9397290100585745,0.6554603103558048,0.2845986013561999,0.955465308271789,0.6269335382100417,0.16733509262392401,-1,2,[0.138079   0.30167235 0.56024865],[0.72561965 0.20578526 0.06859509],[0.71037857 0.14481072 0.14481072],[0.85303145 0.13227169 0.01469685],0.03040385337013348
0.001747230896185517,0.9782739445781834,1.0,0.9456839100938905,0.9652226056991401,0.5996168705322205,0.9652226056991401,0.9335987162765427,0.8496572352101498,0.3290680803243718,0.9497588487641574,0.7675101723276945,0.19670114735814653,-1,1,[0.1523306  0.25430082 0.59336858],[0.72684194 0.21852645 0.05463161],[0.79514205 0.10242897 0.10242897],[0.78451772 0.19393405 0.02154823],0.031217225777771532
0.0017215606075817245,0.7706124545097791,1.0,0.8660167461279019,0.9525554232430578,0.6255884670451197,0.9525554232430578,0.9368607546152219,0.6814102487209693,0.28803725832983884,0.965640797127494,0.6440221391753229,0.16899966397439292,2,2,[0.16458585 0.25062425 0.58478991],[0.69659129 0.2578974  0.04551131],[0.77665853 0.11167073 0.11167073],[0.84500988 0.14724062 0.00774951],0.030402228822720798
