surgical mortality,risk oc tubal ligation,risk ac death oc surg,sens endo surv,spec endo surv,sens oc surv,spec oc surv,local oc surv,regional oc surv,distant oc surv,local ec surv,regional ec surv,distant ec surv,oc lifetime risk,ec lifetime risk,oc stage dist nat hist,ec stage dist nat hist,oc stage dist intervention,ec stage dist intervention,surgical complications
0.0016702795860953162,0.8765039123773382,1.0,0.8736838279250635,0.9542468667246041,0.5664354844912897,0.9542468667246041,0.9517033884781352,0.8049645098379822,0.30397659670380645,0.9517853660178835,0.6834284884192375,0.1713299644521305,5,2,[0.18489825 0.24453053 0.57057123],[0.70354701 0.26087863 0.03557436],[0.75852754 0.12073623 0.12073623],[0.8179285  0.17296793 0.00910358],0.029276165803396707
0.0016828431500973044,0.9772109685335082,1.0,0.9170226681554089,0.9514393756881069,0.5784371077429897,0.9514393756881069,0.9394136991539043,0.8140364334425978,0.2813766834926986,0.9383364304637201,0.6659784305372974,0.18941257029673272,-2,0,[0.1932509  0.28236218 0.52438691],[0.67415694 0.2867419  0.03910117],[0.84714862 0.0993534  0.05349798],[0.82662323 0.16990923 0.00346754],0.0295138926447179
0.0016370152434377907,0.9856111262908451,1.0,0.919241391881439,0.9598698678038745,0.6234698493203804,0.9598698678038745,0.967189358193855,0.7320550696396624,0.30915757180977227,0.959859528943649,0.6946280161109831,0.18745227901802794,0,0,[0.11113509 0.39998921 0.4888757 ],[0.70018257 0.23985394 0.05996349],[0.8359666  0.09021837 0.07381503],[0.8119797  0.17861929 0.00940102],0.028619984776319253
0.0016820961561202661,0.8189030693236732,1.0,0.9488943623608128,0.959975737049744,0.5944447674170988,0.959975737049744,0.9622988752487549,0.7839527847461746,0.2757158189515295,0.9693894519482543,0.6731722827722044,0.16349587866501308,-1,4,[0.11944705 0.30819353 0.57235942],[0.67809722 0.24142708 0.08047569],[0.76430675 0.14141595 0.0942773 ],[0.87609885 0.11151104 0.01239012],0.029638761252324078
0.0016886330585653704,0.9859017547305534,1.0,0.8627406262138804,0.9617544505605704,0.5959083382385325,0.9617544505605704,0.9763658882699836,0.8000043735295989,0.26270544192384415,0.9580088071842505,0.7060105784495067,0.15036144820619082,0,0,[0.18551841 0.36651672 0.44796488],[0.67145894 0.2792599  0.04928116],[0.78914038 0.11597279 0.09488683],[0.92856063 0.06429543 0.00714394],0.029818602846328812
0.0017260942894895548,0.9224892018375015,1.0,0.8963312205507729,0.9593400982215856,0.5925716648415127,0.9593400982215856,0.9644144311173252,0.8778686193094395,0.2737699551330265,0.9347263548107195,0.7183834479002392,0.16520340166109534,0,2,[0.16171521 0.29339968 0.54488512],[0.72166788 0.20874909 0.06958303],[0.77783068 0.12219313 0.09997619],[0.87563881 0.12187397 0.00248722],0.03062255592768361
0.00167400105404251,0.8567675565392135,1.0,0.8792123237608669,0.95350100877668,0.5975860024662312,0.95350100877668,0.9706810060182637,0.7208526557014686,0.28622710996538375,0.9437037553916434,0.5800375155675643,0.18736738729328892,0,2,[0.15899094 0.33640362 0.50460544],[0.79537157 0.15347132 0.05115711],[0.76174029 0.14295583 0.09530388],[0.9082127  0.08260857 0.00917873],0.029347872707597315
0.0017255157974044762,0.9608058082441058,1.0,0.8727386814519072,0.9671637224407026,0.5603852277009845,0.9671637224407026,0.9640507774173249,0.7940872130575236,0.3039749379282601,0.9483814286856169,0.7164845343716024,0.15715099603201144,2,5,[0.15401047 0.29609633 0.54989319],[0.71912029 0.22470377 0.05617594],[0.79691522 0.11169663 0.09138815],[0.8757094  0.11807607 0.00621453],0.030762670942712508
0.001696162100178655,0.936488871659116,1.0,0.936186475369596,0.9716772227896294,0.5825916695118556,0.9716772227896294,0.9606004783248787,0.7282216689389172,0.2891126577195799,0.9429053944772714,0.714271856145617,0.18036055828273964,-1,-2,[0.14792164 0.34083135 0.51124702],[0.70015721 0.26386166 0.03598113],[0.80814895 0.09592553 0.09592553],[0.83845153 0.15347104 0.00807742],0.030190414998966263
0.0017246704473381337,0.9014423946793658,1.0,0.9035742571871671,0.9618201703831736,0.5638324808032888,0.9618201703831736,0.8770128167315706,0.7992794137916575,0.30305376735710116,0.9716383570492548,0.673916728480112,0.1576882673231569,1,2,[0.16287577 0.25113727 0.58598696],[0.72787941 0.23946612 0.03265447],[0.70852547 0.18945844 0.10201608],[0.90185044 0.09618656 0.00196299],0.030636606736555598
0.0016764317239076764,0.9404307742895991,1.0,0.8988635025739558,0.9579883510289025,0.6096844265741875,0.9579883510289025,0.9631580702792003,0.7773414912169576,0.2936558582291737,0.9541592448325467,0.6899558879403972,0.16993332197145358,4,-2,[0.15973368 0.37811984 0.46214648],[0.69112402 0.23165699 0.077219  ],[0.83027782 0.11031941 0.05940276],[0.82520497 0.17129913 0.0034959 ],0.029476436006455713
0.0016889373841786528,0.8621605473745052,1.0,0.9024526397853075,0.9570779184081359,0.6068904360752643,0.9570779184081359,0.9053325024326182,0.8212156051966709,0.29868879365206097,0.9676680574531024,0.6533038062430105,0.18010998425811037,1,2,[0.18704438 0.24388669 0.56906894],[0.71202867 0.2159785  0.07199283],[0.78033697 0.14278097 0.07688206],[0.89749084 0.09225824 0.01025092],0.029742932729891956
0.0017633712299296744,0.9555095809610208,1.0,0.9364741388577942,0.9605143510718608,0.6435872784302495,0.9605143510718608,0.8901980475378908,0.7238978849000484,0.3167093961223781,0.9736486264016573,0.6914966264098181,0.18287088042156693,3,3,[0.17897753 0.28735786 0.5336646 ],[0.72181887 0.2225449  0.05563623],[0.75484749 0.13483388 0.11031863],[0.908518  0.0823338 0.0091482],0.031490198479457686
0.001723371805545964,0.9627522811468461,1.0,0.9531473599337279,0.950153110990819,0.5874386256722847,0.950153110990819,0.8995266955963731,0.708825130748259,0.33330149340142745,0.9498390160819661,0.6768378584460673,0.17004326785580237,0,-1,[0.16176549 0.25147035 0.58676416],[0.68199281 0.23850539 0.0795018 ],[0.78626262 0.1389293  0.07480808],[0.81012904 0.17088386 0.0189871 ],0.03040385337013348
0.001747230896185517,0.9811800202525766,1.0,0.8894658234154352,0.9652226056991401,0.6599999999999999,0.9652226056991401,0.906623862035872,0.780058405398477,0.2524488277470069,0.9200321151544513,0.6613780363580664,0.18701985067524174,1,1,[0.1271184  0.26186448 0.61101712],[0.7130481  0.25251767 0.03443423],[0.76696134 0.13982319 0.09321546],[0.92358521 0.06877331 0.00764148],0.031217225777771532
0.0017215606075817245,0.9181958761625356,1.0,0.9302791012987649,0.9525554232430578,0.6314833978667443,0.9525554232430578,0.9256481291884727,0.8299871449600165,0.25966253518625115,0.9529917180033045,0.5878639414918436,0.16056276208451076,-1,1,[0.1642132  0.29252538 0.54326142],[0.68045657 0.27161191 0.04793151],[0.76520278 0.14087833 0.09391889],[0.86819009 0.11862892 0.01318099],0.030402228822720798
0.0016786786066025627,0.9179107919488917,1.0,0.9344811228247946,0.9555978278977854,0.5998161838497096,0.9555978278977854,0.9254420724181089,0.8463766010122721,0.32818852583029545,0.98,0.7508793593977605,0.16523888315343696,2,0,[0.13635436 0.30227597 0.56136966],[0.7057862  0.23537104 0.05884276],[0.79762093 0.11130849 0.09107058],[0.91134798 0.08687898 0.00177304],0.029487017923308937
0.0017366749275293475,0.9559569578560656,1.0,0.9408363058985227,0.9577657726110539,0.596431555551466,0.9577657726110539,0.9298341742552848,0.7248791401230379,0.32250600588162015,0.9680906779378117,0.6659437313109376,0.16845929035535584,0,4,[0.1187778  0.30842777 0.57279443],[0.74058437 0.19456172 0.06485391],[0.8477021  0.07614895 0.07614895],[0.83009129 0.16651054 0.00339817],0.030833426114749322
0.00166819347817371,0.894329351053839,1.0,0.9224309975607101,0.958074953327049,0.6035110666039993,0.958074953327049,0.9060601717565808,0.7316652616643603,0.2581712612058617,0.9492427399128008,0.7075585746098799,0.1694422567111971,1,1,[0.17565846 0.32973662 0.49460492],[0.72827392 0.23096717 0.04075891],[0.79442756 0.11306484 0.0925076 ],[0.80003604 0.17996757 0.0199964 ],0.029292189179109862
0.0017319640733766777,0.9535525554418104,1.0,0.9435932942977467,0.9660012569621843,0.6408375071682774,0.9660012569621843,0.9317978804787117,0.8645691413973783,0.2889786203340703,0.98,0.6941496284295132,0.18842221016998634,1,1,[0.17609332 0.32956267 0.49434401],[0.70784049 0.2337276  0.0584319 ],[0.74425577 0.12787211 0.12787211],[0.85315538 0.13216015 0.01468446],0.030885418734964788
0.0016893674510675548,0.7543024567206082,1.0,0.9059436521687793,0.9603816439270503,0.6395125894590584,0.9603816439270503,0.8712744420738974,0.7744548102981166,0.29042054165219994,0.9538899487796758,0.7816946715182689,0.14013210191977069,2,-1,[0.16471681 0.33411328 0.50116992],[0.73343082 0.19992689 0.0666423 ],[0.79571195 0.12257283 0.08171522],[0.81896663 0.17198171 0.00905167],0.02981033989270293
