gene,param value_min,changed param,total QALYs disc_min,total disc cost_min,cost per QALY_min,total LE_min,icers_min,param value_max,strategy,pretty_strategy,total QALYs disc_max,total disc cost_max,cost per QALY_max,total LE_max,formatted_param,icers_max,comparator,pretty_comparator,bc_icer,icer_diff,width_upper,width_lower,order
MLH1,35863.3363,cost init OC local,22.552392707151323,13148.111503278416,583.0029511285151,46.2075628768546,16797.82159374371,47083.3805,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13208.60352508364,585.6852395486719,46.2075628768546,Cost FY Local OC,16887.427486071756,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,89.60589232804705,44.802946163807064,44.802946164239984,0
MLH1,48306.1654,cost init OC regional,22.552392707151323,13120.362137955502,581.7725111621999,46.2075628768546,16738.184861285456,66412.4193,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13236.344119176023,586.9152905881604,46.2075628768546,Cost FY Regional OC,16947.048423055297,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,208.8635617698419,104.42388314734853,104.43967862249337,1
MLH1,76044.0755,cost init OC distant,22.552392707151323,13116.564005896365,581.6040974551287,46.2075628768546,16731.487318172993,83310.9506,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13240.174314402473,587.0851260143248,46.2075628768546,Cost FY Distant OC,16953.803652792765,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,222.31633461977253,111.17911288481628,111.13722173495626,2
MLH1,4841.8448,cost OC local,22.552392707151323,13136.887236465747,582.5052537463163,46.2075628768546,16787.646447631043,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13219.8277918963,586.1829369308703,46.2075628768546,Cost Local OC,16897.60263218443,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,109.95618455338627,54.97809227648031,54.978092276905954,3
MLH1,4841.8448,cost OC regional,22.552392707151323,13146.75216559715,582.9426764738956,46.2075628768546,16787.370023217725,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13209.962862764905,585.7455142032912,46.2075628768546,Cost Regional OC,16897.87905659775,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,110.50903338002536,55.254516689801676,55.25451669022368,4
MLH1,4841.8448,cost OC distant,22.552392707151323,13152.526118296479,583.1987004255137,46.2075628768546,16796.35131489827,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13204.188910065572,585.4894902516729,46.2075628768546,Cost Distant OC,16888.897764917197,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,92.54645001892641,46.27322500924856,46.273225009677844,5
MLH1,66280.9665,cost end OC,22.552392707151323,13130.429428768548,582.2189068481819,46.2075628768546,16758.595829354228,71069.4086,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13226.258196457193,586.4680687412459,46.2075628768546,Cost End of Life OC,16926.605206601555,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,168.00937724732648,83.9806666936056,84.02871055372088,6
MLH1,17773.514,cost init EC local,22.552392707151323,13169.044477214373,583.9311441680641,46.2075628768546,16842.62453990773,19598.7909,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13187.68453468667,584.7576665559252,46.2075628768546,Cost FY Local EC,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.1827872842550278e-10,2.1827872842550278e-10,7
MLH1,31799.2539,cost init EC regional,22.552392707151323,13170.933621852519,584.0149110952667,46.2075628768546,16842.624539907727,37626.9947,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13185.781406509534,584.6732795819198,46.2075628768546,Cost FY Regional EC,16842.624539907727,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.219167072325945e-10,2.219167072325945e-10,8
MLH1,50065.7159,cost init EC distant,22.552392707151323,13170.06503502356,583.9763969189557,46.2075628768546,16842.62453990773,66322.0455,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13186.649993338497,584.7117937582311,46.2075628768546,Cost FY Distant EC,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.1827872842550278e-10,2.1827872842550278e-10,9
MLH1,1109.133,cost EC local,22.552392707151323,13150.71055376532,583.1181961280436,46.2075628768546,16842.624539907752,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13206.265294978024,585.5815596360356,46.2075628768546,Cost Local EC,16842.624539907756,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,3.637978807091713e-12,-1.9281287677586079e-10,1.964508555829525e-10,10
MLH1,1109.133,cost EC regional,22.552392707151323,13175.10285376079,584.1997798124097,46.2075628768546,16842.624539907727,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13181.642878944851,584.4897723320053,46.2075628768546,Cost Regional EC,16842.624539907763,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,3.637978807091713e-11,-1.8553691916167736e-10,2.219167072325945e-10,11
MLH1,1109.133,cost EC distant,22.552392707151323,13178.045057594058,584.3302406407337,46.2075628768546,16842.624539907745,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13178.672918471653,584.3580807411499,46.2075628768546,Cost Distant EC,16842.62453990777,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,2.546585164964199e-11,-1.7826096154749393e-10,2.0372681319713593e-10,12
MLH1,32546.8917,cost end EC,22.552392707151323,13172.767287865445,584.0962180340354,46.2075628768546,16842.624539907778,34960.9676,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13183.941402371544,584.5916916031239,46.2075628768546,Cost End of Life EC,16842.62453990777,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,7.275957614183426e-12,-1.7826096154749393e-10,1.709850039333105e-10,13
MLH1,6667.9412,cost HSBO,22.552392707151323,12020.910272665897,533.0215036941111,46.2075628768546,16842.62453990773,11129.2256,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,14735.650166401385,653.3963095511698,46.2075628768546,Cost Hyst (+/- BSO),16842.624539907752,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,2.1827872842550278e-11,-1.964508555829525e-10,2.1827872842550278e-10,14
MLH1,6360.0356,cost surgical comps,22.552392707151323,13128.34999524406,582.1267022847243,46.2075628768546,16769.939793859616,9540.0534,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13228.365033117992,586.5614883924626,46.2075628768546,Cost Surgical Comps,16915.30928595583,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,145.36949209621525,72.68474604788207,72.68474604833318,15
MLH1,4473.556,cost oophorectomy,22.552392707151323,12558.494362923415,556.8586236502144,46.2075628768546,14669.547678834488,8172.8856,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,14151.879021504992,627.5112004863884,46.2075628768546,Cost Ooph,20255.534400787088,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,5585.9867219526,3412.909860879139,2173.0768610734613,16
MLH1,1475.16672,cost init surveillance,22.552392707151323,13178.357514181027,584.3440953385933,46.2075628768546,16842.62453990773,2212.7500800000003,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13178.357514181027,584.3440953385933,46.2075628768546,Cost FY Surveillance,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.1827872842550278e-10,2.1827872842550278e-10,17
MLH1,1057.3568,cost surveillance,22.552392707151323,13178.357514181027,584.3440953385933,46.2075628768546,16842.62453990773,1586.03519999999,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13178.357514181027,584.3440953385933,46.2075628768546,Cost Surveillance,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.1827872842550278e-10,2.1827872842550278e-10,18
MLH1,0.015,U init hysterectomy,22.557644591334807,13178.357514181027,584.2080479999806,46.2075628768546,16538.12910503497,0.035,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54714082296783,13178.357514181027,584.4802060559617,46.2075628768546,DU Initial Hyst,17158.542860346046,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,620.4137553110777,315.918320438097,304.4954348729807,19
MLH1,0.015,U init HSBO,22.55602654872085,13178.357514181027,584.249955802981,46.2075628768546,16938.70819362958,0.035,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.548758865581775,13178.357514181027,584.4382652162889,46.2075628768546,DU Initial Hyst-BSO,16747.62479359187,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,191.08340003771082,-94.99974631607984,-96.08365372163098,20
MLH1,0.95,U hysterectomy,22.00213117476111,13178.357514181027,598.9582286146021,46.2075628768546,75012.7509066693,1.0,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13178.357514181027,584.3440953385933,46.2075628768546,U Hysterectomy,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,58170.12636676157,-2.1827872842550278e-10,-58170.12636676135,21
MLH1,0.86,U HSBO,22.551737258172675,13178.357514181027,584.3610788523723,46.2075628768546,10187.027895455652,0.95,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.55321201837462,13178.357514181027,584.3228673345649,46.2075628768546,U Early Menopause,91873.27326236913,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,81686.24536691347,75030.64872246118,6655.5966444522965,22
MLH1,0.73,U init EC local,22.55143495751306,13178.357514181027,584.3689121782749,46.2075628768546,16842.624539908153,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.55296735693427,13178.357514181027,584.3292062465177,46.2075628768546,U FY Local EC,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,4.220055416226387e-10,-2.1827872842550278e-10,-2.0372681319713593e-10,23
MLH1,0.73,U init EC regional,22.55215323655475,13178.357514181027,584.350300210813,46.2075628768546,16842.62453990773,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552536389509253,13178.357514181027,584.3403724785118,46.2075628768546,U FY Regional EC,16842.624539908153,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,4.220055416226387e-10,2.0372681319713593e-10,2.1827872842550278e-10,24
MLH1,0.49,U init EC distant,22.5522965528482,13178.357514181027,584.3465867566687,46.2075628768546,16842.624539907523,0.69,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.55248886145444,13178.357514181027,584.3416039417629,46.2075628768546,U FY Distant EC,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,2.0736479200422764e-10,-2.1827872842550278e-10,4.256435204297304e-10,25
MLH1,0.73,U EC local,22.53567890693527,13178.357514181027,584.7774796846894,46.2075628768546,16842.624539908782,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.56242098728093,13178.357514181027,584.084372931878,46.2075628768546,U Local EC,16842.62453990836,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,4.220055416226387e-10,4.1109160520136356e-10,-8.330971468240023e-10,26
MLH1,0.73,U EC regional,22.550400244743887,13178.357514181027,584.3957256258758,46.2075628768546,16842.624539907312,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.55358818459579,13178.357514181027,584.3131215449747,46.2075628768546,U Regional EC,16842.624539907312,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-6.366462912410498e-10,6.366462912410498e-10,27
MLH1,0.49,U EC distant,22.552196826175102,13178.357514181027,584.3491707595258,46.2075628768546,16842.624539907523,0.69,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552588588127545,13178.357514181027,584.3390200058261,46.2075628768546,U Distant EC,16842.624539907523,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-4.256435204297304e-10,4.256435204297304e-10,28
MLH1,0.65,U init OC local,22.551905720038818,13178.357514181027,584.3567136976459,46.2075628768546,16854.360236645625,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552879694263808,13178.357514181027,584.3314775244803,46.2075628768546,U FY Local OC,16830.905174937663,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,23.45506170796216,-11.719364970285824,-11.735696737676335,29
MLH1,0.65,U init OC regional,22.551809638313753,13178.357514181027,584.3592033426903,46.2075628768546,16859.74180006505,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.55297577598888,13178.357514181027,584.3289881156802,46.2075628768546,U FY Regional OC,16825.54200192188,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,34.19979814317048,-17.082537986068928,-17.117260157101555,30
MLH1,0.49,U init OC distant,22.550844457781533,13178.357514181027,584.3842140303362,46.2075628768546,16888.095007473254,0.69,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.5539409565211,13178.357514181027,584.3039821548671,46.2075628768546,U FY Distant OC,16797.398269398695,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,90.69673807455911,-45.22627050925439,-45.470467565304716,31
MLH1,0.65,U OC local,22.54498438409209,13178.357514181027,584.5361118759422,46.2075628768546,17007.86410511232,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.559801030210547,13178.357514181027,584.1522049123338,46.2075628768546,U Local OC,16680.56484415889,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,327.29926095343035,-162.05969574905976,-165.2395652043706,32
MLH1,0.65,U OC regional,22.54670390472477,13178.357514181027,584.4915323263477,46.2075628768546,17010.026497118,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.55808150957787,13178.357514181027,584.1967327135362,46.2075628768546,U Regional OC,16678.48540115203,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,331.5410959659712,-164.1391387559197,-167.40195721005148,33
