gene,strategy,total QALYs,total QALYs disc,total LE,healthy,HSBO total,hysterectomy total,HSBO false positive,total disc cost,total cost,OC incidence,OC death,EC incidence,EC death,Cancer Incidence,Cancer Mortality,HSBO death comps,lifetime ec risk,lifetime oc risk,lifetime total risk,changed param,param value
MLH1,"HSBO: 40, Survey: Never",40.784264506692175,22.267145939141706,46.675395000461144,0.0,0.9496628970807018,0.0,0.0,9260.77744852168,14741.090608353094,0.0196991105218074,0.0165616802342504,0.0187055991075023,0.008887985711154,0.0384047096293098,0.0254496659454044,0.001622844089211,0.408,0.1508,0.5588,cost init surveillance,1535.670168
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",40.88809844051828,22.46775866491148,45.972678397218566,0.0,0.8634156099182654,0.0470003296260798,0.0,15934.970023119404,28614.030351271493,0.0589460680581647,0.0485234355691594,0.0187055991075023,0.008887985711154,0.0776516671656671,0.0574114212803134,0.0015245912395754,0.408,0.1508,0.5588,cost init surveillance,1535.670168
MSH2,"HSBO: 35, Survey: Never",40.633450802533616,22.069228267784034,46.961848972302725,0.0,0.9708708407301856,0.0,0.0,8878.518623590291,12450.400005404343,0.0109617669632274,0.008963293066973,0.0114652840087018,0.0055219000459645,0.0224270509719292,0.0144851931129376,0.0016594518341487,0.55036,0.22368,0.77404,cost init surveillance,1535.670168
MSH2,"HSBO: 40, Survey: Never",40.684972117515244,22.226273877355997,46.57880990767861,0.0,0.9438427875400934,0.0,0.0,9692.023094856466,15463.009041991005,0.0216295274162835,0.0181870606412553,0.0226230566325302,0.0107505812805843,0.0442525840488137,0.0289376419218396,0.0016138904728619,0.55036,0.22368,0.77404,cost init surveillance,1535.670168
MSH6,"HSBO: 40, Survey: Never",40.66112478038691,22.216223596248398,46.55363832871804,0.0,0.9428745626783764,0.0,0.0,9823.017668172175,15673.276621576853,0.0226127166956394,0.019014190968566,0.0226127166956394,0.0107458697579232,0.0452254333912788,0.0297600607264893,0.0016124004274568,0.46764,0.1601,0.62774,cost init surveillance,1535.670168
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",40.97244748629788,22.490112844902853,46.0624107018831,0.0,0.8685592682467761,0.0471057419253998,0.0,15302.992173054223,27051.005325805545,0.0498222692018405,0.0414688002427278,0.0226127166956394,0.0107458697579232,0.0724349858974799,0.0522146700006511,0.0015315993059847,0.46764,0.1601,0.62774,cost init surveillance,1535.670168
PMS2,"HSBO: 50, Survey: Never",42.315559011380216,23.040307593548135,47.36085618160198,0.0,0.9615222537047986,0.0,0.0,4470.2361330881595,9346.160334753384,0.0,0.0,0.006789517384453,0.0029204608177456,0.006789517384453,0.0029204608177456,0.0016402221332388,0.1278,0.04,0.1678,cost init surveillance,1535.670168
MLH1,"HSBO: 40, Survey: Never",40.784264506692175,22.267145939141706,46.675395000461144,0.0,0.9496628970807018,0.0,0.0,9260.77744852168,14741.090608353094,0.0196991105218074,0.0165616802342504,0.0187055991075023,0.008887985711154,0.0384047096293098,0.0254496659454044,0.001622844089211,0.408,0.1508,0.5588,cost init surveillance,2303.505252
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",40.88809844051828,22.46775866491148,45.972678397218566,0.0,0.8634156099182654,0.0470003296260798,0.0,15934.970023119404,28614.030351271493,0.0589460680581647,0.0485234355691594,0.0187055991075023,0.008887985711154,0.0776516671656671,0.0574114212803134,0.0015245912395754,0.408,0.1508,0.5588,cost init surveillance,2303.505252
MSH2,"HSBO: 35, Survey: Never",40.633450802533616,22.069228267784034,46.961848972302725,0.0,0.9708708407301856,0.0,0.0,8878.518623590291,12450.400005404343,0.0109617669632274,0.008963293066973,0.0114652840087018,0.0055219000459645,0.0224270509719292,0.0144851931129376,0.0016594518341487,0.55036,0.22368,0.77404,cost init surveillance,2303.505252
