gene,strategy,total QALYs,total QALYs disc,total LE,healthy,HSBO total,hysterectomy total,HSBO false positive,total disc cost,total cost,OC incidence,OC death,EC incidence,EC death,Cancer Incidence,Cancer Mortality,HSBO death comps,lifetime ec risk,lifetime oc risk,lifetime total risk,changed param,param value,cost per QALY,icers
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.12370220099446,22.552392707151316,46.207562876854595,0.0,0.8760799498300502,0.04749301336774374,0.0,13178.357514181029,23291.59857755831,0.04578904440471584,0.03802621636530136,0.018705599107502396,0.008887985711154069,0.06449464351221823,0.04691420207645543,0.0015446305014221303,0.37,0.12,0.49,risk ac death oc surg,1.0,584.3440953385934,16842.62453990795
MLH1,"HSBO: 40, Survey: Never",40.78426450669218,22.26714593914171,46.675395000461144,0.0,0.9496628970807018,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk ac death oc surg,1.0,376.072143338895,2031.9989632598722
MLH1,"HSBO: 40, Survey: 35",40.778698327024,22.243615948288323,46.74643282559302,0.0,0.953603425772433,0.0,0.24852337495582447,12412.214340327342,18750.115049653825,0.018124784352151955,0.015362801557395278,0.017215978891507555,0.007593301097464546,0.035340763243659506,0.022956102654859825,0.0016273635333042716,0.37,0.12,0.49,risk ac death oc surg,1.0,558.0124368800065,
MLH1,"HSBO: 50, Survey: 35",40.30865649525747,22.177085310666484,45.98090573175771,0.0,0.8586516583744268,0.0,0.5444534115936577,18317.87176864798,31604.0452320594,0.03829928131639007,0.03219871658873694,0.0829739464669805,0.030058416405121087,0.12127322778337057,0.06225713299385803,0.0014711887718714736,0.37,0.12,0.49,risk ac death oc surg,1.0,825.9819318924501,
MLH1,"HSBO: 40, Survey: 30",40.74427701714674,22.16823936401573,46.89384484529925,0.0,0.9626039487234549,0.0,0.4399816993727548,15809.929351230783,21996.1469112459,0.01440561668948545,0.012239502056663938,0.013686090482717076,0.005600316865767364,0.028091707172202524,0.017839818922431302,0.0016410502527545632,0.37,0.12,0.49,risk ac death oc surg,1.0,713.1792963627964,
MLH1,"HSBO: 50, Survey: 30",40.39587073459452,22.118925259263506,46.326417797468636,0.0,0.8922234207253965,0.0,0.6593321422323647,20187.344320650172,31523.788343088007,0.02935943784888086,0.02471868619095682,0.06242747365931017,0.02225199929588632,0.09178691150819103,0.04697068548684314,0.0015252897727675227,0.37,0.12,0.49,risk ac death oc surg,1.0,912.6729298113443,
MLH1,"HSBO: 35, Survey: Never",40.685863337409316,22.091298747137184,47.013529982513596,0.0,0.9738591443776113,0.0,0.0,8016.731987527639,11146.202235544202,0.009968306218889231,0.008150113350791324,0.00946556138689332,0.0045585353978708654,0.01943386760578255,0.012708648748662189,0.001663536662378672,0.37,0.12,0.49,risk ac death oc surg,1.0,362.89093182294357,0.0
MLH1,"HSBO: 50, Survey: Never",39.778748532778444,22.088500487180873,45.070752937906924,0.0,0.7746934334155815,0.0,0.0,12811.755249063011,25713.94502941572,0.056768026392126844,0.04690181260703099,0.139388968230795,0.05869237053000765,0.19615699462292185,0.10559418313703864,0.0013453407684675452,0.37,0.12,0.49,risk ac death oc surg,1.0,580.0192392642657,
MLH1,"HSBO: Never, Survey: 35",40.01108766193331,22.088022937386278,45.76160735572777,0.0,0.7473208118187705,0.0,0.7473208118187705,20616.98765386546,38542.29965332876,0.04863257708747403,0.04033590685244125,0.12723631842150984,0.04036481744499268,0.17586889550898388,0.08070072429743393,0.001270558723082825,0.37,0.12,0.49,risk ac death oc surg,1.0,933.4012243788947,
MLH1,"HSBO: 35, Survey: 30",40.67546549562562,22.055338200256777,47.0918236659783,0.0,0.9776179733117161,0.0,0.2544243378368788,12816.095455553463,16715.011149316226,0.008359839413772533,0.00689328451720178,0.007941295086822269,0.0033508757216914728,0.016301134500594804,0.010244160238893253,0.0016678626438596882,0.37,0.12,0.49,risk ac death oc surg,1.0,581.088140167547,
MLH1,"HSBO: Never, Survey: 30",40.175305576314386,22.052910091478935,46.16386857993372,0.0,0.8097023263026465,0.0,0.8097023263026465,21891.504173221037,36666.58897687643,0.03701872458211821,0.030750166835014747,0.09523580565747394,0.029891351009113384,0.13225453023959216,0.060641517844128134,0.0013765779672585945,0.37,0.12,0.49,risk ac death oc surg,1.0,992.6809696503382,
MLH1,Nat Hist,38.59763530414003,21.739777061913625,44.12858781987891,0.42100011544722377,0.0,0.0,0.0,14747.958140688408,33949.24996148994,0.097675146094145,0.07630738983401446,0.32535688372375293,0.11255513818895463,0.42303202981789795,0.1888625280229691,0.0,0.37,0.12,0.49,risk ac death oc surg,1.0,678.3858959862872,
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.12370220099446,22.552392707151316,46.207562876854595,0.0,0.8760799498300502,0.04749301336774374,0.0,13178.357514181029,23291.59857755831,0.04578904440471584,0.03802621636530136,0.018705599107502396,0.008887985711154069,0.06449464351221823,0.04691420207645543,0.0015446305014221303,0.37,0.12,0.49,risk ac death oc surg,1.08,584.3440953385934,14492.129453832817
MLH1,"HSBO: 40, Survey: Never",40.631738202470416,22.22088143890651,46.49545515964376,0.0,0.9496628970807018,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk ac death oc surg,1.08,376.85513612033753,1963.861444705457
MLH1,"HSBO: 40, Survey: 35",40.62364087045095,22.196353909445993,46.563476593466554,0.0,0.9536034257724332,0.0,0.24852337495582444,12412.214340327342,18750.115049653825,0.018124784352151955,0.015362801557395278,0.017215978891507555,0.007593301097464546,0.035340763243659506,0.022956102654859825,0.0016273635333042716,0.37,0.12,0.49,risk ac death oc surg,1.08,559.200596231489,
MLH1,"HSBO: 50, Survey: 35",40.18312723759324,22.139845268921544,45.832795024138825,0.0,0.8586516583744265,0.0,0.5444534115936578,18317.87176864798,31604.0452320594,0.03829928131639007,0.03219871658873694,0.0829739464669805,0.030058416405121087,0.12127322778337057,0.06225713299385803,0.0014711887718714736,0.37,0.12,0.49,risk ac death oc surg,1.08,827.3712641687429,
MLH1,"HSBO: 40, Survey: 30",40.583702895535396,22.118733174162728,46.704309693746865,0.0,0.9626039487234547,0.0,0.4399816993727548,15809.929351230783,21996.1469112459,0.01440561668948545,0.012239502056663938,0.013686090482717076,0.005600316865767364,0.028091707172202524,0.017839818922431302,0.0016410502527545632,0.37,0.12,0.49,risk ac death oc surg,1.08,714.7755355943547,
MLH1,"HSBO: 50, Survey: Never",39.778748532778444,22.088500487180873,45.070752937906924,0.0,0.7746934334155815,0.0,0.0,12811.755249063011,25713.94502941572,0.056768026392126844,0.04690181260703099,0.139388968230795,0.05869237053000765,0.19615699462292185,0.10559418313703864,0.0013453407684675452,0.37,0.12,0.49,risk ac death oc surg,1.08,580.0192392642657,
MLH1,"HSBO: 50, Survey: 30",40.25718362243002,22.076847614098412,46.162710984665694,0.0,0.892223420725397,0.0,0.6593321422323648,20187.344320650172,31523.788343088007,0.02935943784888086,0.02471868619095682,0.06242747365931017,0.02225199929588632,0.09178691150819103,0.04697068548684314,0.0015252897727675227,0.37,0.12,0.49,risk ac death oc surg,1.08,914.4124502521098,
MLH1,"HSBO: Never, Survey: 35",39.90831385883418,22.057446903146218,45.64028787012861,0.0,0.7473208118187704,0.0,0.7473208118187704,20616.98765386546,38542.29965332876,0.04863257708747403,0.04033590685244125,0.12723631842150984,0.04036481744499268,0.17586889550898388,0.08070072429743393,0.001270558723082825,0.37,0.12,0.49,risk ac death oc surg,1.08,934.6951052129567,
MLH1,"HSBO: 35, Survey: Never",40.51797589263248,22.03893310807661,46.815274474229376,0.0,0.9738591443776112,0.0,0.0,8016.731987527639,11146.202235544202,0.009968306218889231,0.008150113350791324,0.00946556138689332,0.0045585353978708654,0.01943386760578255,0.012708648748662189,0.001663536662378672,0.37,0.12,0.49,risk ac death oc surg,1.08,363.75317934921935,0.0
MLH1,"HSBO: Never, Survey: 30",40.053485353003175,22.01577196855369,46.02002006364418,0.0,0.8097023263026466,0.0,0.8097023263026466,21891.504173221037,36666.58897687643,0.03701872458211821,0.030750166835014747,0.09523580565747394,0.029891351009113384,0.13225453023959216,0.060641517844128134,0.0013765779672585945,0.37,0.12,0.49,risk ac death oc surg,1.08,994.3555104263367,
MLH1,"HSBO: 35, Survey: 30",40.50538147895137,22.002049099480754,46.89094832389048,0.0,0.9776179733117155,0.0,0.2544243378368788,12816.095455553463,16715.011149316226,0.008359839413772533,0.00689328451720178,0.007941295086822269,0.0033508757216914728,0.016301134500594804,0.010244160238893253,0.0016678626438596882,0.37,0.12,0.49,risk ac death oc surg,1.08,582.4955392839261,
MLH1,Nat Hist,38.59763530414003,21.739777061913625,44.12858781987891,0.42100011544722377,0.0,0.0,0.0,14747.958140688408,33949.24996148994,0.097675146094145,0.07630738983401446,0.32535688372375293,0.11255513818895463,0.42303202981789795,0.1888625280229691,0.0,0.37,0.12,0.49,risk ac death oc surg,1.08,678.3858959862872,
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.12370220099446,22.552392707151316,46.207562876854595,0.0,0.8760799498300502,0.04749301336774374,0.0,13178.357514181029,23291.59857755831,0.04578904440471584,0.03802621636530136,0.018705599107502396,0.008887985711154069,0.06449464351221823,0.04691420207645543,0.0015446305014221303,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,584.3440953385934,12732.609382019404
MLH1,"HSBO: 40, Survey: Never",40.48089634329172,22.175069876405207,46.31751093082753,0.0,0.9496628970807017,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,377.6336826015228,1900.6682413926605
MLH1,"HSBO: 40, Survey: 35",40.470296417006864,22.149553365727066,46.38254969950687,0.0,0.9536034257724334,0.0,0.24852337495582444,12412.214340327342,18750.115049653825,0.018124784352151955,0.015362801557395278,0.017215978891507555,0.007593301097464546,0.035340763243659506,0.022956102654859825,0.0016273635333042716,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,560.3821501671127,
MLH1,"HSBO: 50, Survey: 35",40.05896813995837,22.10296970752431,45.6863085326313,0.0,0.8586516583744269,0.0,0.5444534115936577,18317.87176864798,31604.0452320594,0.03829928131639007,0.03219871658873694,0.0829739464669805,0.030058416405121087,0.12127322778337057,0.06225713299385803,0.0014711887718714736,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,828.7516117081858,
MLH1,"HSBO: 50, Survey: Never",39.778748532778444,22.088500487180873,45.070752937906924,0.0,0.7746934334155815,0.0,0.0,12811.755249063011,25713.94502941572,0.056768026392126844,0.04690181260703099,0.139388968230795,0.05869237053000765,0.19615699462292185,0.10559418313703864,0.0013453407684675452,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,580.0192392642657,
MLH1,"HSBO: 40, Survey: 30",40.42490254038722,22.0697068259157,46.516875670549226,0.0,0.9626039487234547,0.0,0.4399816993727547,15809.929351230783,21996.1469112459,0.01440561668948545,0.012239502056663938,0.013686090482717076,0.005600316865767364,0.028091707172202524,0.017839818922431302,0.0016410502527545632,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,716.3633606888573,
MLH1,"HSBO: 50, Survey: 30",40.12001615319806,22.035177900860024,46.00080501403066,0.0,0.8922234207253966,0.0,0.6593321422323647,20187.344320650172,31523.788343088007,0.02935943784888086,0.02471868619095682,0.06242747365931017,0.02225199929588632,0.09178691150819103,0.04697068548684314,0.0015252897727675227,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,916.1416536538272,
MLH1,"HSBO: Never, Survey: 35",39.80665445074629,22.027167729040443,45.520289353519594,0.0,0.7473208118187703,0.0,0.7473208118187703,20616.98765386546,38542.29965332876,0.04863257708747403,0.04033590685244125,0.12723631842150984,0.04036481744499268,0.17586889550898388,0.08070072429743393,0.001270558723082825,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,935.9799638100629,
MLH1,"HSBO: 35, Survey: Never",40.351945201623174,21.98707214799389,46.619218092153815,0.0,0.9738591443776112,0.0,0.0,8016.731987527639,11146.202235544202,0.009968306218889231,0.008150113350791324,0.00946556138689332,0.0045585353978708654,0.01943386760578255,0.012708648748662189,0.001663536662378672,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,364.6111648503,0.0
MLH1,"HSBO: Never, Survey: 30",39.93299519345701,21.978991655830693,45.87774761548107,0.0,0.8097023263026462,0.0,0.8097023263026462,21891.504173221037,36666.58897687643,0.03701872458211821,0.030750166835014747,0.09523580565747394,0.029891351009113384,0.13225453023959216,0.060641517844128134,0.0013765779672585945,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,996.0194951624886,
MLH1,"HSBO: 35, Survey: 30",40.33717778016239,21.949271849219652,46.692299961127446,0.0,0.9776179733117156,0.0,0.2544243378368788,12816.095455553463,16715.011149316226,0.008359839413772533,0.00689328451720178,0.007941295086822269,0.0033508757216914728,0.016301134500594804,0.010244160238893253,0.0016678626438596882,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,583.8961558084262,
MLH1,Nat Hist,38.59763530414003,21.739777061913625,44.12858781987891,0.42100011544722377,0.0,0.0,0.0,14747.958140688408,33949.24996148994,0.097675146094145,0.07630738983401446,0.32535688372375293,0.11255513818895463,0.42303202981789795,0.1888625280229691,0.0,0.37,0.12,0.49,risk ac death oc surg,1.1600000000000001,678.3858959862872,
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.12370220099446,22.552392707151316,46.207562876854595,0.0,0.8760799498300502,0.04749301336774374,0.0,13178.357514181029,23291.59857755831,0.04578904440471584,0.03802621636530136,0.018705599107502396,0.008887985711154069,0.06449464351221823,0.04691420207645543,0.0015446305014221303,0.37,0.12,0.49,risk ac death oc surg,1.2400000000000002,584.3440953385934,11366.091329554867
MLH1,"HSBO: 40, Survey: Never",40.331715309266514,22.129705252378226,46.14153425177656,0.0,0.9496628970807021,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk ac death oc surg,1.2400000000000002,378.4078099491657,1841.8992239849902
MLH1,"HSBO: 40, Survey: 35",40.31864088834255,22.103208195224727,46.20362353814517,0.0,0.9536034257724334,0.0,0.24852337495582444,12412.214340327342,18750.115049653825,0.018124784352151955,0.015362801557395278,0.017215978891507555,0.007593301097464546,0.035340763243659506,0.022956102654859825,0.0016273635333042716,0.37,0.12,0.49,risk ac death oc surg,1.2400000000000002,561.5571382533026,
MLH1,"HSBO: 50, Survey: Never",39.778748532778444,22.088500487180873,45.070752937906924,0.0,0.7746934334155815,0.0,0.0,12811.755249063011,25713.94502941572,0.056768026392126844,0.04690181260703099,0.139388968230795,0.05869237053000765,0.19615699462292185,0.10559418313703864,0.0013453407684675452,0.37,0.12,0.49,risk ac death oc surg,1.2400000000000002,580.0192392642657,
MLH1,"HSBO: 50, Survey: 35",39.936160369901266,22.0664538720092,45.541423876043545,0.0,0.8586516583744267,0.0,0.5444534115936577,18317.87176864798,31604.0452320594,0.03829928131639007,0.03219871658873694,0.0829739464669805,0.030058416405121087,0.12127322778337057,0.06225713299385803,0.0014711887718714736,0.37,0.12,0.49,risk ac death oc surg,1.2400000000000002,830.1230399273074,
MLH1,"HSBO: 40, Survey: 30",40.267850901078724,22.021153936560417,46.33151301790476,0.0,0.9626039487234552,0.0,0.4399816993727549,15809.929351230783,21996.1469112459,0.01440561668948545,0.012239502056663938,0.013686090482717076,0.005600316865767364,0.028091707172202524,0.017839818922431302,0.0016410502527545632,0.37,0.12,0.49,risk ac death oc surg,1.2400000000000002,717.942819743996,
