gene,strategy,total QALYs,total QALYs disc,total LE,healthy,HSBO total,hysterectomy total,HSBO false positive,total disc cost,total cost,OC incidence,OC death,EC incidence,EC death,Cancer Incidence,Cancer Mortality,HSBO death comps,lifetime ec risk,lifetime oc risk,lifetime total risk,changed param,param value,cost per QALY
MLH1,"HSBO: 40, Survey: Never",40.793357608431165,22.270835050974664,46.68624761270341,0.0,0.9496628970807021,0.0,0.0,9262.636064172304,14743.986270976779,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0012982752713688087,0.408,0.1508,0.5588,surgical mortality,0.0013599999999999999,415.9087902618601
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",40.90350507872026,22.473675918249498,45.99061457704275,0.0,0.8637111564244353,0.04669130680717832,0.0,15940.011875823433,28623.57616229768,0.05895954437089608,0.04853418178781325,0.018705599107502396,0.008887985711154069,0.07766514347839848,0.057422167498967315,0.001220090484797174,0.408,0.1508,0.5588,surgical mortality,0.0013599999999999999,709.274794822485
MSH2,"HSBO: 35, Survey: Never",40.64402522718391,22.073910695640386,46.97454247142396,0.0,0.970870840730185,0.0,0.0,8880.721872514561,12453.360987721477,0.010961766963227456,0.008963293066973094,0.011465284008701837,0.005521900045964591,0.02242705097192929,0.014485193112937686,0.0013275614673190393,0.55036,0.22368,0.77404,surgical mortality,0.0013599999999999999,402.317559174891
MSH2,"HSBO: 40, Survey: Never",40.69401505045186,22.229942635482605,46.58960264348109,0.0,0.9438427875400937,0.0,0.0,9693.87145608304,15465.888728556136,0.021629527416283524,0.018187060641255325,0.022623056632530204,0.01075058128058431,0.04425258404881373,0.028937641921839632,0.0012911123782895651,0.55036,0.22368,0.77404,surgical mortality,0.0013599999999999999,436.0727157527633
MSH6,"HSBO: 40, Survey: Never",40.6701593643179,22.219888967146286,46.56442109998659,0.0,0.9428745626783763,0.0,0.0,9824.864322875148,15676.153649433847,0.022612716695639447,0.019014190968566082,0.022612716695639447,0.010745869757923259,0.045225433391278894,0.02976006072648934,0.0012899203419654535,0.46764,0.1601,0.62774,surgical mortality,0.0013599999999999999,442.1653203308946
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",40.98789657685043,22.49604183083408,46.080384366816105,0.0,0.8688568010448909,0.04679885922082822,0.0,15307.616875422302,27059.689319844725,0.049831619108297226,0.041476253416549855,0.022612716695639447,0.010745869757923259,0.07244433580393667,0.05222212317447311,0.0012256991752944135,0.46764,0.1601,0.62774,surgical mortality,0.0013599999999999999,680.4582330764072
PMS2,"HSBO: 50, Survey: Never",42.32230560717394,23.042627716139524,47.36872617775216,0.0,0.9615222537047984,0.0,0.0,4471.633927219291,9349.087005255333,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.001312177706591093,0.1278,0.04,0.1678,surgical mortality,0.0013599999999999999,194.0592011599123
MLH1,"HSBO: 40, Survey: Never",40.77517140495322,22.263456827308765,46.66454238821886,0.0,0.9496628970807017,0.0,0.0,9258.918832871557,14738.194945730245,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0019474129070532133,0.408,0.1508,0.5588,surgical mortality,0.00204,415.87965897166504
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",40.87269609541997,22.461842887951637,45.954747225358446,0.0,0.863120063412095,0.0473093524449813,0.0,15929.928784081161,28604.485825124968,0.058932591745433395,0.0485126893505056,0.018705599107502396,0.008887985711154069,0.07763819085293579,0.05740067506165967,0.001828883247785332,0.408,0.1508,0.5588,surgical mortality,0.00204,709.1995462503148
MSH2,"HSBO: 35, Survey: Never",40.622876377883365,22.06454583992768,46.94915547318149,0.0,0.9708708407301854,0.0,0.0,8876.315374666303,12447.439023087658,0.010961766963227456,0.008963293066973094,0.011465284008701837,0.005521900045964591,0.02242705097192929,0.014485193112937686,0.001991342200978559,0.55036,0.22368,0.77404,surgical mortality,0.00204,402.288605397164
