gene,param value_min,changed param,total QALYs disc_min,total disc cost_min,cost per QALY_min,total LE_min,icers_min,param value_max,strategy,pretty_strategy,total QALYs disc_max,total disc cost_max,cost per QALY_max,total LE_max,formatted_param,icers_max,comparator,pretty_comparator,bc_icer,icer_diff,width_upper,width_lower,order
MSH2,35863.3363,cost init OC local,22.33480519376686,15602.652924616235,698.5802109870465,45.627694769619865,63571.60471881296,47083.3805,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15701.029632851247,702.984847937382,45.627694769619865,Cost FY Local OC,64124.84781399983,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,553.2430951868737,276.6215475955105,276.6215475913632,0
MSH2,48306.1654,cost init OC regional,22.33480519376686,15562.12224249542,696.7655239204172,45.627694769619865,63307.00252749708,66412.4193,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15741.546745849831,704.7989274714131,45.627694769619865,Cost FY Regional OC,64389.368150545815,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1082.3656230487322,541.1418841414925,541.2237389072397,1
MSH2,76044.0755,cost init OC distant,22.33480519376686,15556.211233257234,696.5008693068262,45.627694769619865,63271.640648409484,83310.9506,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15747.507370213068,705.0658035113663,45.627694769619865,Cost FY Distant OC,64425.02921784394,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1153.3885694344572,576.8029514396185,576.5856179948387,2
MSH2,4841.8448,cost OC local,22.33480519376686,15585.88792684224,697.8295889140734,45.627694769619865,63501.291888205735,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15717.794630625249,703.7354700103556,45.627694769619865,Cost Local OC,64195.160644607124,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,693.868756401389,346.9343782028009,346.9343781985881,3
MSH2,4841.8448,cost OC regional,22.33480519376686,15603.391614556023,698.6132844763105,45.627694769619865,63562.16813754404,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15700.29094291146,702.9517744481179,45.627694769619865,Cost Regional OC,64134.2843952687,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,572.116257724665,286.0581288643807,286.05812886028434,4
MSH2,4841.8448,cost OC distant,22.33480519376686,15611.914930890625,698.9949003561293,45.627694769619865,63608.19000815695,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15691.76762657686,702.5701585682992,45.627694769619865,Cost Distant OC,64088.26252465586,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,480.0725164989126,240.03625825153722,240.03625824737537,5
MSH2,66280.9665,cost end OC,22.33480519376686,15577.708372894534,697.4633643655832,45.627694769619865,63407.63073350325,71069.4086,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15725.93179869196,704.0997968086468,45.627694769619865,Cost End of Life OC,64288.569886483296,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,880.9391529800487,440.3436200789729,440.5955329010758,6
MSH2,17773.514,cost init EC local,22.33480519376686,15640.576650802355,700.2781763759143,45.627694769619865,63848.2262664064,19598.7909,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15663.12282052088,701.2876398354308,45.627694769619865,Cost FY Local EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.0881998352706432e-09,-2.0736479200422764e-09,7
MSH2,31799.2539,cost init EC regional,22.33480519376686,15642.860550768557,700.3804338143108,45.627694769619865,63848.226266406426,37626.9947,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15660.822006698929,701.1846251101178,45.627694769619865,Cost FY Regional EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.0881998352706432e-09,-2.10275175049901e-09,8
MSH2,50065.7159,cost init EC distant,22.33480519376686,15641.808256689104,700.3333192740082,45.627694769619865,63848.22626640641,66322.0455,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15661.874300778381,701.2317396504202,45.627694769619865,Cost FY Distant EC,63848.226266406426,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.10275175049901e-09,-2.0881998352706432e-09,9
MSH2,1109.133,cost EC local,22.33480519376686,15618.398724721776,699.2852003509088,45.627694769619865,63848.226266406426,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15685.599328538274,702.2939843198529,45.627694769619865,Cost Local EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.0881998352706432e-09,-2.10275175049901e-09,10
MSH2,1109.133,cost EC regional,22.33480519376686,15647.904039243456,700.6062467744484,45.627694769619865,63848.2262664064,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15655.81566199279,700.9604751942038,45.627694769619865,Cost Regional EC,63848.226266406295,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.0186340659856796e-10,1.9717845134437084e-09,-2.0736479200422764e-09,11
MSH2,1109.133,cost EC distant,22.33480519376686,15651.463238734463,700.765603413565,45.627694769619865,63848.22626640636,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15652.222885148101,700.7996151905674,45.627694769619865,Cost Distant EC,63848.226266406375,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.051820047199726e-09,-2.0372681319713593e-09,12
MSH2,32546.8917,cost end EC,22.33480519376686,15645.078689206632,700.4797469007168,45.627694769619865,63848.22626640636,34960.9676,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15658.596200925782,701.0849687328254,45.627694769619865,Cost End of Life EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,5.093170329928398e-11,2.0881998352706432e-09,-2.0372681319713593e-09,13
MSH2,6667.9412,cost HSBO,22.33480519376686,14501.488786404918,649.2776033010557,45.627694769619865,63848.22626640636,11129.2256,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,17199.588268412517,770.0800664790455,45.627694769619865,Cost Hyst (+/- BSO),63848.226266406375,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.051820047199726e-09,-2.0372681319713593e-09,14
MSH2,6360.0356,cost surgical comps,22.33480519376686,15602.676361920456,698.5812603494212,45.627694769619865,63663.468526262885,9540.0534,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15701.006195547032,702.9837985750073,45.627694769619865,Cost Surgical Comps,64032.98400654996,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,369.51548028707475,184.7577401456365,184.75774014143826,15
MSH2,4473.556,cost oophorectomy,22.33480519376686,15054.164595817832,674.0226505319647,45.627694769619865,58341.27488425127,8172.8856,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,16590.517991592373,742.8100602472418,45.627694769619865,Cost Ooph,72497.12820458187,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,14155.8533203306,8648.901938177543,5506.951382153056,16
MSH2,1475.16672,cost init surveillance,22.33480519376686,15651.841278733742,700.7825294622143,45.627694769619865,63848.22626640641,2212.7500800000003,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15651.841278733742,700.7825294622143,45.627694769619865,Cost FY Surveillance,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,0.0,2.0881998352706432e-09,-2.0881998352706432e-09,17
MSH2,1057.3568,cost surveillance,22.33480519376686,15651.841278733742,700.7825294622143,45.627694769619865,63848.22626640641,1586.03519999999,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15651.841278733742,700.7825294622143,45.627694769619865,Cost Surveillance,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,0.0,2.0881998352706432e-09,-2.0881998352706432e-09,18
MSH2,0.015,U init hysterectomy,22.340024785374546,15651.841278733742,700.6187964921422,45.627694769619865,60918.47676558209,0.035,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.329585602159185,15651.841278733742,700.9463389781972,45.627694769619865,DU Initial Hyst,67074.0137229616,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,6155.536957379503,3225.787456557271,2929.749500822232,19
MSH2,0.015,U init HSBO,22.33830863718539,15651.841278733742,700.6726217704307,45.627694769619865,64874.04516190344,0.035,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.331301750348338,15651.841278733742,700.8924716397061,45.627694769619865,DU Initial Hyst-BSO,62854.34383758581,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,2019.7013243176334,-993.8824288185133,-1025.8188954991201,20
MSH2,0.95,U hysterectomy,21.800285471702498,15651.841278733742,717.9649688097137,45.627694769619865,-70034.76745462032,1.0,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15651.841278733742,700.7825294622143,45.627694769619865,U Hysterectomy,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,133882.99372102672,2.0881998352706432e-09,133882.99372102466,21
MSH2,0.86,U HSBO,22.334153361055943,15651.841278733742,700.8029821280737,45.627694769619865,23589.75145128532,0.95,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33561998465552,15651.841278733742,700.7569653086189,45.627694769619865,U Early Menopause,-56340.27292287781,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,79930.02437416313,-120188.49918928213,40258.474815119,22
MSH2,0.73,U init EC local,22.33364664028615,15651.841278733742,700.8188824166513,45.627694769619865,63848.22626640641,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33550032585529,15651.841278733742,700.7607194997719,45.627694769619865,U FY Local EC,63848.22626640432,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,2.0881998352706432e-09,0.0,-2.0881998352706432e-09,23
MSH2,0.73,U init EC regional,22.334515479871264,15651.841278733742,700.7916197170157,45.627694769619865,63848.22626640432,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33497902210422,15651.841278733742,700.7770754225295,45.627694769619865,U FY Regional EC,63848.226266402235,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,2.0881998352706432e-09,-2.0881998352706432e-09,0.0,24
MSH2,0.49,U init EC distant,22.334688847781557,15651.841278733742,700.7861799824623,45.627694769619865,63848.226266402235,0.69,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.334921539752173,15651.841278733742,700.7788789799984,45.627694769619865,U FY Distant EC,63848.22626640014,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,2.0954757928848267e-09,-4.18367562815547e-09,2.0881998352706432e-09,25
MSH2,0.73,U EC local,22.31458741602682,15651.841278733742,701.4174623498641,45.627694769619865,63848.22626639805,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.346935860410916,15651.841278733742,700.4021211902265,45.627694769619865,U Local EC,63848.22626639178,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,6.271875463426113e-09,-1.2543750926852226e-08,6.271875463426113e-09,26
MSH2,0.73,U EC regional,22.332394811057743,15651.841278733742,700.8581664060422,45.627694769619865,63848.22626640432,0.89,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33625142339236,15651.841278733742,700.7371551316729,45.627694769619865,U Regional EC,63848.22626639805,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,6.271875463426113e-09,-6.271875463426113e-09,0.0,27
MSH2,0.49,U EC distant,22.334568187488028,15651.841278733742,700.7899659104227,45.627694769619865,63848.226266393875,0.69,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.335042200045734,15651.841278733742,700.7750931718273,45.627694769619865,U Distant EC,63848.226266393875,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,0.0,-1.04482751339674e-08,1.04482751339674e-08,28
MSH2,0.65,U init OC local,22.334020754272327,15651.841278733742,700.8071430998227,45.627694769619865,64124.72191759448,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.3355896332614,15651.841278733742,700.7579175534974,45.627694769619865,U FY Local OC,63574.10478910962,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,550.6171284848606,-274.121477294706,-276.4956511901546,29
MSH2,0.65,U init OC regional,22.33391197357901,15651.841278733742,700.8105564869177,45.627694769619865,64185.831819031126,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33569841395472,15651.841278733742,700.7545046791513,45.627694769619865,U FY Regional OC,63514.15361635082,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,671.6782026803048,-334.072650053502,-337.6055526268028,30
MSH2,0.49,U init OC distant,22.33243251237402,15651.841278733742,700.8569832265844,45.627694769619865,64752.480371456644,0.69,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33717787515971,15651.841278733742,700.7080915149776,45.627694769619865,U FY Distant OC,62968.87975058937,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1783.600620867277,-879.3465158149556,-904.2541050523214,31
MSH2,0.65,U OC local,22.323052038269573,15651.841278733742,701.1514936174934,45.627694769619865,68025.30307008918,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.34655834926418,15651.841278733742,700.4139534197722,45.627694769619865,U Local OC,60154.456817787686,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,7870.846252301497,-3693.7694486166365,-4177.07680368486,32
MSH2,0.65,U OC regional,22.32611148639668,15651.841278733742,701.0554116542157,45.627694769619865,67275.1620466959,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.34349890113707,15651.841278733742,700.5098596235173,45.627694769619865,U Regional OC,60753.498134903566,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,6521.663911792333,-3094.7281315007567,-3426.9357802915765,33
MSH2,0.49,U OC distant,22.32756435603065,15651.841278733742,701.0097935069301,45.627694769619865,66716.95348421918,0.69,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.34204603150309,15651.841278733742,700.5554127255882,45.627694769619865,U Distant OC,61216.03035121202,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,5500.923133007156,-2632.1959151923,-2868.727217814856,34
MSH2,0.033,U surgical comps,22.335077869825145,15651.841278733742,700.7739740132939,45.627694769619865,63783.74517867703,0.053,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.334532517708578,15651.841278733742,700.7910851200368,45.627694769619865,DU Surgical Complications,63912.837858173065,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,129.09267949603236,64.61159176874207,64.48108772729029,35
MSH2,0.00136,surgical mortality,22.340627228654228,15656.836997133933,700.8235192722062,45.64533890433448,62635.20545170701,0.0020399999999999997,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.32898460634782,15646.846138275934,700.7414987346873,45.61005554480522,Surgical Mortality,65109.47388730917,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,2474.2684356021637,1261.2476209048473,1213.0208146973164,36
MSH2,-5.0,oc lifetime risk,22.571099973289577,13117.888486331596,581.1807356245455,46.23529145767436,26968.62226367706,5.0,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,21.951392772404056,19274.02577109943,878.0320215184503,44.75246574202024,OC Lifetime Risk,250281.39095193386,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,223312.7686882568,186433.16468552954,36879.60400272726,37
MSH2,-5.0,ec lifetime risk,22.408877476854997,15279.515296343357,681.8509901767637,45.77543070049424,63842.81404056693,5.0,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.168371268638992,16451.73307515441,742.1263779729385,45.32065143085501,EC Lifetime Risk,63850.96078723448,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,8.146746667545813,2.734520830155816,5.412225837389997,38
MSH2,0.76,local ec surv,22.26363713564465,15698.494275575033,705.1181341094239,45.3726675091979,63848.2262663981,0.98,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.351146298790866,15634.65163250834,699.5011094063724,45.69042167055526,Local EC Survival,63848.226266391684,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,6.417394615709782e-09,-1.263833837583661e-08,6.220943760126829e-09,39
MSH2,0.5519999999999999,regional ec surv,22.328852933852176,15651.708736503218,700.9634029509006,45.61018003520151,63848.22626640417,0.98,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.360894007052813,15635.264717675334,699.2235960129251,45.72038794879032,Regional EC Survival,63848.22626639379,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.0382791515439749e-08,-1.05355866253376e-08,1.5279510989785194e-10,40
MSH2,0.13440000000000002,distant ec surv,22.33463354696535,15651.768639545377,700.7846628256864,45.627189253485014,63848.22626639805,0.2016,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.334977826470556,15651.913638470947,700.7803526861306,45.62821294454937,Distant EC Survival,63848.22626640431,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,6.257323548197746e-09,-1.4551915228366852e-11,6.271875463426113e-09,41
MSH2,0.7392000000000001,local oc surv,22.301526677120414,15588.85761829836,699.0040567173943,45.48048516901899,76126.78518950469,0.98,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.348983820828597,15664.187320629453,700.8903602154338,45.69361580755361,Local OC Survival,59893.9982891332,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,16232.786900371495,-3954.2279772711263,-12278.558923100369,42
MSH2,0.6016,regional oc surv,22.31431352192843,15582.406407932107,698.3143977348517,45.54710949775007,71944.84209256721,0.9024,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.366585878115917,15724.006309530632,703.0132535746295,45.763865860766316,Regional OC Survival,54600.492393684974,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,17344.349698882237,-9247.73387271935,-8096.615826162888,43
MSH2,0.2336,distant oc surv,22.328106594356772,15611.669493511587,699.1936117618366,45.60166291984536,66251.86361344055,0.3504,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.342091989017586,15695.028391259191,702.486964916902,45.656942486692714,Distant OC Survival,61439.772720061796,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,4812.090893378758,-2408.4535463425273,-2403.6373470362305,44
MSH2,1.0,risk ac death oc surg,22.33480519376686,15651.841278733746,700.7825294622145,45.627694769619865,63848.22626640641,1.4,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15651.841278733746,700.7825294622145,45.627694769619865,RR for AC Death Post-Ooph,20747.508938208543,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,43100.71732819787,-43100.71732819578,-2.0881998352706432e-09,45
MSH2,0.51,risk oc tubal ligation,22.410717771722197,14714.458744163194,656.5813239025243,45.83835574589062,32487.65448816745,1.0,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.165963122870956,17734.145015221166,800.062010250436,45.15920746420472,RR for OC Post-Ooph,-149423.3633889248,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,181911.01787709224,-213271.58965532912,31360.571778236874,46
MSH2,0.5760000000000001,ec stage dist nat hist,22.31933802904759,15693.001980585104,703.1123396294902,45.57216914349329,63848.22626639173,0.8640000000000001,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.35456986844047,15590.46007134268,697.4171349793152,45.690502060338716,Prob Early-Stage EC Nat Hist,63848.22626639591,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,4.18367562815547e-09,-8.41100700199604e-09,1.259468263015151e-08,47
MSH2,0.72,ec stage dist intervention,22.33340170916791,15656.653584052443,701.0420440172064,45.622471844350464,63848.22626639384,0.98,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.335951338289803,15647.960726294685,700.5728338720853,45.632020039090655,Prob Early-Stage EC Intervention,63848.226266398,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,4.16184775531292e-09,-6.322807166725397e-09,1.0484654922038317e-08,48
MSH2,0.6,oc stage dist intervention,22.332410573485465,15661.583277121426,701.2938986405662,45.61672063768498,64325.32886445804,0.85,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.335572372811185,15649.009405722169,700.6316715112041,45.63110564639185,Prob Early-Stage OC Intervention,63689.928476173656,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,635.4003882843826,-158.29779023066658,-477.10259805371606,49
MSH2,0.08,oc stage dist nat hist,22.294440112873648,15702.392040627925,704.3187431991519,45.48310528321253,83682.00173477597,0.2,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.369549360084147,15613.411082069088,697.976111665861,45.747152064335076,Prob Early-Stage OC Nat Hist,52881.49130332677,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,30800.5104314492,-10966.73496307755,-19833.77546837165,50
MSH2,0.01,surgical complications,22.326585316445527,15497.522016993391,694.1286272548842,45.589115964357184,68643.89464212314,0.044000000000000004,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.340526904506426,15759.24473859254,705.4106112158736,45.65454815319481,Prob Complications,60926.61727260553,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,7717.277369517607,-2921.6089937987927,-4795.668375718815,51
